VideoId,Label
ajdm,20 321 11 22 462 1257 123 176 334 211
EFdm,315 5 505 16 136 864 1131 1860 0 3188
f2dm,3 89 6 61 324 4 433 28 13 38
UNdm,3 6 13 28 324 38 4 89 84 7
YNdm,68 72 151 3199 907 98 945 315 690 240
dCdm,25 4 1327 282 2138 944 1305 3088 1 3298
xUdm,5 16 362 81 3038 268 309 672 2 189
QRdm,0 3073 1 42 1384 1071 1917 223 3794 1614
XRdm,8 383 834 6 806 807 1328 0 1195 907
HPdm,7 706 1904 2 95 116 135 1266 1535 235
6Ddm,143 17 55 19 2 30 659 340 345 1741
Xudm,87 15 18 365 536 545 244 333 3516 2752
7Sdm,9 10 37 4 34 1830 2624 421 2996 1721
i7dm,68 72 151 98 480 240 491 166 452 3199
eLdm,3801 19 48 1 17 258 0 2493 7 841
v8dm,8 6 1191 89 0 3 375 35 1633 397
Oddm,5 144 384 1177 190 16 362 2237 1912 84
KHdm,641 251 400 88 307 2418 127 380 1299 353
s5dm,580 1099 1890 1950 522 1010 62 2177 1 652
Gkdm,1 27 183 0 106 134 997 285 588 582
Gjdm,2 30 55 885 361 1288 1035 296 7 174
LPdm,279 2856 454 146 158 439 1010 2934 410 859
e0dm,41 13 4 389 54 381 348 2287 2530 861
ZPdm,1 0 35 2523 337 1574 2928 2765 1327 3095
Skdm,2480 716 99 293 839 984 2629 3139 2888 701
4rdm,61 7 433 8 2 6 3 1059 90 3575
o5dm,80 49 5 1699 265 733 2161 735 1374 994
Rrdm,70 52 125 0 91 1681 1047 578 989 63
ADdm,4 3 13 10 6 28 9 154 33 54
u8dm,0 1 35 535 436 1522 5 822 105 943
z4dm,66 293 1876 148 2320 1117 39 1964 2539 332
LXdm,14 3 6 61 324 433 89 1058 1003 310
74dm,26 199 130 2759 644 158 304 194 445 1537
Zwdm,2 297 95 7 490 583 135 17 75 83
mldm,1428 382 11 16 2804 315 59 15 126 511
Sadm,0 1 535 105 1885 69 436 192 2014 455
Xedm,754 10 1566 9 2958 2 970 31 34 4
yrdm,6 8 41 3 99 84 2107 205 175 4
QKdm,555 1225 1076 15 2501 3467 3372 178 1090 68
mGdm,14 2308 755 578 230 61 25 99 118 285
oQdm,238 274 59 18 366 43 2543 797 15 668
G1dm,8 383 71 6 389 834 2287 2281 110 807
3xdm,0 223 1 42 323 110 1647 2534 3073 1465
bWdm,134 0 35 1 795 768 436 3612 1445 1903
4xdm,0 1 27 349 588 1251 105 183 93 968
wbdm,66 148 14 332 293 521 146 2539 944 1876
SQdm,225 933 39 3 429 50 1846 133 4 325
eHdm,1 657 0 180 677 1465 124 920 317 287
jedm,516 5 3582 16 1996 362 1981 84 3038 865
Wsdm,72 68 98 240 151 125 1786 3199 2857 2868
tZdm,5 16 25 1912 801 49 1478 136 268 2008
Rgdm,4 28 33 38 13 78 3 565 9 10
mkdm,14 9 4 6 2529 71 847 5 16 13
PVdm,17 19 2 7 128 566 373 415 394 165
Ridm,66 293 1037 39 2113 148 181 50 222 648
Uadm,414 6 11 8 3 954 136 3188 175 2647
0Ldm,961 0 817 949 1 1424 732 607 12 2443
L3dm,340 55 17 2 427 30 143 1741 19 166
gFdm,65 1782 50 933 661 763 39 503 2592 8
DQdm,2 7 17 128 104 19 469 283 174 3051
h3dm,304 23 21 270 180 3691 24 73 971 3049
tQdm,3 4 28 33 13 38 10 6 9 78
fldm,1183 15 18 170 769 314 1263 67 1360 16
GVdm,3 6 4 2839 1690 764 1109 324 2891 13
wZdm,242 459 470 254 441 1364 8 2269 6 832
fGdm,0 1 35 134 768 230 1465 1327 1903 1479
Bhdm,110 884 1737 0 369 2260 2494 329 226 3620
pGdm,4 3 10 9 6 34 944 13 351 1830
9Pdm,3 944 324 4 433 89 2746 9 37 3824
fkdm,1 1146 0 19 258 48 1849 2823 7 1355
rRdm,2 17 30 55 345 19 340 143 135 427
fTdm,140 18 15 67 2026 363 170 1533 314 2256
8Pdm,154 3 4 10 9 34 1211 159 6 1481
9Zdm,159 2137 3105 3649 822 2188 2064 234 309 2360
F0dm,360 1933 311 261 1215 238 16 769 1110 990
SDdm,50 256 65 355 66 503 998 933 927 931
vIdm,580 251 2787 2418 1299 992 899 2725 616 698
qjdm,234 628 0 1 3067 613 5 1819 2920 2516
fxdm,222 216 249 181 39 1086 950 1846 202 121
XEdm,8 205 598 1187 141 956 2202 1195 0 944
r2dm,2578 41 4 8 3 13 389 54 1811 71
ptdm,1625 302 1591 220 126 11 1123 276 112 291
g3dm,31 25 14 178 439 97 206 40 47 2856
exdm,419 248 191 299 141 18 990 60 43 571
2adm,1 0 590 1648 467 105 203 535 1250 234
VSdm,227 1680 1 0 1688 180 317 323 223 2908
IUdm,244 292 5 49 16 2098 80 150 2403 265
xzdm,62 251 2482 646 1277 11 616 1408 867 2577
H5dm,52 125 12 0 70 210 432 685 8 226
dwdm,534 0 436 461 498 105 1521 63 192 1
H8dm,446 473 76 2 1597 547 281 43 182 1392
Tfdm,39 986 1846 121 393 202 994 627 181 249
MZdm,1 0 36 367 180 153 142 132 157 185
0qdm,2308 14 578 79 0 566 2746 12 2853 418
gydm,2 75 17 172 583 490 135 7 345 95
uBdm,5 16 136 466 14 25 2124 0 1 2235
Oxdm,1 0 35 535 309 2188 189 943 147 1409
iRdm,7 2 104 174 1789 2241 235 2059 2477 171
iDdm,52 100 125 161 1482 362 11 70 333 92
rqdm,0 139 102 93 1 241 1562 42 856 1491
tEdm,71 8 152 54 849 66 332 3 141 206
Oydm,7 2 1040 1005 165 235 116 17 267 1038
Qsdm,2 2935 30 17 143 284 544 1089 1741 340
rUdm,7 2 174 830 196 267 224 283 344 458
RLdm,23 21 24 2058 73 718 676 554 504 2454
h7dm,160 273 231 888 491 58 166 82 53 1139
WJdm,988 524 2 7 19 48 1 753 177 17
njdm,12 237 675 3 329 118 0 79 1937 1459
6ndm,92 161 14 110 369 1216 333 578 0 125
W9dm,19 129 17 2 7 104 3601 2453 3404 792
iHdm,274 238 366 59 18 43 284 158 773 1010
yFdm,25 1 0 93 102 561 1614 42 3766 2811
l0dm,14 8 749 61 539 1700 242 2838 332 531
VVdm,164 13 175 4 89 842 168 806 33 8
CXdm,7 2 993 1214 3421 224 61 75 1061 197
4qdm,340 30 2 17 143 55 284 724 427 53
D1dm,2751 700 1653 468 3536 983 1074 2858 635 1430
5xdm,1441 1 0 193 479 1418 1747 46 963 44
zxdm,17 19 2 443 272 7 90 448 524 1198
d7dm,565 330 168 13 31 4 47 40 3 188
eEdm,0 759 5 1 3045 93 2510 102 16 532
cidm,0 1 1564 2435 478 35 561 959 1887 3091
Cpdm,516 5 144 16 0 1744 84 882 1 328
Okdm,189 14 521 0 1335 332 741 159 645 1
vldm,368 11 1997 15 813 422 32 2122 1548 485
F3dm,18 15 67 140 2444 862 2401 699 59 2026
aUdm,8 383 206 834 807 71 812 2838 835 3546
VJdm,2 7 593 48 344 1240 177 26 267 460
THdm,12 0 432 689 1281 91 1459 315 1524 3144
Hqdm,80 2151 127 49 111 5 146 672 144 362
l3dm,33 8 2706 89 381 2 201 28 296 2401
H3dm,7 2 48 2816 283 457 2127 213 2472 2116
7Wdm,62 270 251 646 867 1408 2 1470 2361 2600
VWdm,58 53 1913 214 495 464 710 163 2 228
z0dm,15 87 3163 2132 18 11 1308 1855 248 49
grdm,0 1 93 2029 5 327 772 193 102 3091
nFdm,3 54 6 13 168 8 1024 7 4 414
Abdm,12 89 237 201 175 310 3 6 79 2
Y6dm,1061 43 60 1615 1121 11 971 277 276 101
U8dm,306 42 0 1 262 938 2929 2513 2335 486
AMdm,251 641 646 270 2012 400 313 75 821 277
0odm,3 6 939 4 3153 764 14 1473 8 433
AKdm,67 15 18 140 1287 1048 789 2401 509 96
hNdm,59 18 178 15 1260 1661 2168 805 1685 604
JKdm,3 4 9 6 10 28 324 13 38 37
t1dm,2 30 90 7 2871 940 1042 283 174 280
i6dm,1 0 258 48 1659 19 1479 1054 35 1406
4zdm,310 89 3 21 3632 71 4 1036 136 97
CPdm,100 567 548 161 1515 1223 495 356 1455 704
HVdm,0 5 1 25 69 16 590 362 349 417
2Xdm,30 55 2 17 280 19 1053 7 940 340
mWdm,7 2 197 2199 531 15 508 104 402 76
Bldm,4 14 9 13 28 10 815 33 3469 188
jHdm,11 2000 126 2091 96 15 720 220 1625 262
7zdm,1207 1 0 1605 436 2064 535 5 865 1418
H2dm,12 0 3144 312 237 2736 675 92 1424 1281
Rpdm,2 56 51 45 77 137 75 295 298 7
2Cdm,8 383 6 834 206 812 71 807 650 1195
kRdm,118 82 103 440 0 642 2912 537 3503 689
B7dm,4 3 9 10 13 34 37 28 14 6
vbdm,5 362 16 801 328 268 144 49 977 682
B9dm,0 1 219 546 153 562 1322 654 180 1469
uRdm,25 16 1 916 865 49 0 14 1354 591
2Mdm,75 2 56 1425 7 1805 402 3284 197 218
REdm,0 79 125 52 118 82 1931 1 12 103
Y9dm,0 63 167 1 1459 12 294 335 450 1405
b3dm,824 1243 308 54 1658 13 71 1758 2214 1421
wpdm,88 1078 99 420 313 298 716 51 262 158
Z6dm,0 1 1182 268 35 1976 665 1574 755 2765
aYdm,3 6 8 13 225 4 2839 812 1074 54
ZYdm,3571 93 102 159 5 561 0 301 1 2556
GBdm,146 23 439 21 158 1713 2305 294 245 471
vCdm,0 1317 538 1877 811 91 226 17 1137 1459
zudm,43 101 59 18 2 60 76 3277 1496 374
WBdm,19 448 55 17 143 0 166 515 1 2
3cdm,141 255 1595 2 1781 11 1625 2424 2764 1333
xsdm,0 52 35 1 125 12 1293 2804 70 206
02dm,480 68 72 452 98 907 54 1416 41 13
6Pdm,14 1075 1477 25 13 505 3149 595 225 4
Dedm,5 618 16 362 301 1312 1940 516 662 1981
3Zdm,33 28 78 1088 38 987 86 779 553 257
Dvdm,60 2 385 419 43 7 95 101 18 1393
WGdm,32 20 22 120 29 11 173 112 3735 303
WAdm,3 324 4 6 14 28 675 9 38 84
aWdm,312 82 1293 2 52 12 17 705 523 118
Vvdm,51 137 45 77 56 2 540 456 442 1952
tWdm,1585 523 12 52 1293 0 1552 1281 705 118
fBdm,60 519 995 53 666 58 232 427 669 353
PGdm,0 1 486 139 622 130 580 337 1100 607
T3dm,182 392 634 452 17 166 14 901 125 2
sfdm,27 2093 0 1 255 221 150 1781 14 1100
P7dm,12 0 11 52 226 29 229 2587 237 192
lsdm,253 148 1273 271 66 3449 1786 1060 1853 49
modm,2395 15 43 964 990 59 18 668 1068 2
jzdm,33 78 28 86 38 257 553 1088 987 4
9Wdm,3428 1418 193 2693 963 1 0 52 362 395
Wodm,39 50 14 65 66 933 661 390 1537 161
vtdm,6 8 558 3 2967 2671 663 2380 807 133
medm,12 8 237 0 164 79 13 205 806 89
73dm,21 23 0 24 73 1172 1 288 322 554
pWdm,63 167 0 335 1 633 1405 336 2813 1250
lfdm,5 0 1 395 16 2713 1870 1374 872 613
pFdm,2 7 171 702 266 1747 1429 1330 2552 3117
n8dm,3 324 310 6 38 89 2678 433 28 61
Gzdm,8 362 1388 1571 3544 193 3502 6 144 3188
padm,6 3 41 8 13 894 4 206 1140 54
TMdm,20 22 32 112 29 11 472 1798 1156 122
IWdm,14 71 31 6 944 2807 271 4 152 812
t5dm,14 61 1637 332 71 433 66 1305 266 749
Yxdm,0 1 25 35 349 836 1114 159 102 1562
ghdm,2 12 7 218 56 2355 563 1945 2453 146
DRdm,247 255 141 3215 1921 15 11 1097 2 298
bedm,66 1876 148 293 2566 452 2337 68 2113 1537
9mdm,39 50 66 933 390 65 2231 648 382 293
69dm,25 33 4 38 28 78 1075 13 1130 278
9vdm,95 2 149 135 7 64 75 1904 706 2859
96dm,1354 282 1100 25 976 1362 3046 195 1004 1
TCdm,7 2 1747 171 266 235 197 979 1752 361
Zgdm,27 0 3146 1 35 294 714 180 85 677
sVdm,9 4 8 31 10 34 47 3 13 1024
EZdm,8 6 206 2287 1416 3 99 41 2967 894
iLdm,9 4 3764 71 260 289 146 10 2243 3847
WHdm,6 13 8 389 4 2287 3 161 28 41
9Mdm,189 1239 372 357 1100 741 282 139 242 921
F2dm,24 880 131 21 74 209 23 1269 471 786
d8dm,149 64 2 420 375 7 2542 2546 566 433
xddm,2459 26 1099 707 2065 461 21 23 1759 130
mRdm,318 19 87 15 18 603 333 3581 60 210
O8dm,21 23 24 288 73 322 15 676 3454 2058
Aodm,170 234 314 18 136 15 194 647 59 26
BIdm,839 2629 260 434 11 49 2659 701 3741 732
Cldm,1286 2337 1712 816 895 133 1046 260 21 1002
Y0dm,2 7 1930 95 135 116 165 172 235 1214
k7dm,3 4 6 324 10 9 1830 690 1001 13
q3dm,911 21 23 322 716 73 24 718 11 126
Qjdm,328 5 362 16 592 451 49 2 882 672
u3dm,638 3062 1363 209 3362 178 2665 2025 11 496
81dm,5 169 84 405 16 922 1996 3349 662 282
jLdm,2 252 45 7 75 344 305 56 51 500
d5dm,352 1185 0 1 1039 110 1229 2169 100 161
tvdm,2 7 508 531 197 198 316 2140 563 75
Xrdm,3 13 6 4 433 28 324 8 89 38
amdm,9 10 34 4 3271 37 618 826 2996 754
Fsdm,8 6 835 3544 597 16 1727 1030 1297 3
Kpdm,1625 83 2 541 7 276 262 126 291 1838
IMdm,8 6 1727 3 301 89 206 97 1698 834
37dm,14 17 2 702 1433 408 578 7 418 1172
eydm,8 175 201 89 4 13 6 71 351 2706
RSdm,580 992 88 2 7 750 2776 1771 400 522
8adm,88 1781 380 2719 2032 1020 313 251 184 347
Fydm,277 49 80 31 1300 127 386 984 1346 291
xYdm,50 256 65 39 493 998 1782 503 866 1620
n0dm,12 89 237 1937 675 0 201 310 1003 433
1Ddm,88 191 299 1013 2 313 364 985 2910 184
JCdm,6 8 539 383 1644 807 71 206 10 1376
J7dm,210 685 60 58 53 72 146 19 12 2
cldm,12 0 271 79 1281 237 689 91 3144 63
T6dm,8 807 1245 944 71 1416 558 1195 6 2967
STdm,60 501 166 210 0 333 644 1837 398 43
Cmdm,0 1 670 81 319 5 1418 1802 1562 3233
K3dm,3303 1 0 1303 449 613 3669 26 1211 2464
Uxdm,3 6 14 8 4 9 1109 34 225 99
cIdm,2974 5 80 291 1118 49 255 897 15 1448
cOdm,191 184 985 1013 364 749 380 299 145 1803
9fdm,75 2 64 149 208 1205 347 3284 780 3789
CYdm,3 4 13 28 6 33 38 54 10 433
Vwdm,2 30 1197 252 7 55 905 17 340 427
Bgdm,130 636 26 817 27 3261 435 808 1651 0
Nhdm,41 3 13 4 6 8 205 3392 99 1690
nudm,0 1 916 35 1868 2990 2171 1768 241 1174
Mzdm,27 0 1 1021 262 192 254 242 3700 522
Fndm,43 990 59 2395 18 964 360 668 15 274
lKdm,97 351 243 10 278 4 54 870 1809 1461
1wdm,61 3 14 433 839 1036 913 11 43 843
Judm,41 3 6 13 4 8 1395 1578 2287 1416
JJdm,180 423 36 39 202 0 582 1086 121 147
Lzdm,1092 1175 0 217 3270 611 765 215 193 1635
rYdm,727 332 66 1876 39 401 68 148 750 2592
xLdm,223 0 1 323 42 110 3200 591 183 137
xpdm,50 256 65 39 850 931 1189 674 913 202
QQdm,3 433 6 248 668 13 227 2258 324 28
o4dm,9 34 10 4 37 2996 840 2624 539 3271
0wdm,601 83 11 1613 262 2126 542 2 51 820
4jdm,2 1673 62 251 7 1128 83 2386 810 2149
Iudm,151 68 72 98 166 2988 907 2 17 3486
DAdm,526 26 647 370 1190 136 527 978 0 956
B2dm,6 8 3 2403 894 414 558 89 2967 1641
Dcdm,9 34 58 53 10 419 1109 4 214 754
3Gdm,0 5 476 1 84 69 2942 169 1129 922
ATdm,5 144 190 16 199 326 1337 925 1177 354
9ndm,87 15 18 19 318 603 1751 60 536 545
Gidm,596 574 21 609 203 488 26 183 150 23
Ygdm,5 16 144 190 618 384 362 2237 816 1080
YEdm,0 12 1459 91 689 237 1281 2457 1 1224
pndm,16 25 5 864 315 769 734 136 362 939
Wxdm,11 20 22 229 749 1011 771 886 917 123
gBdm,0 1 150 204 5 1898 1008 395 2416 319
sZdm,5 84 169 16 405 3038 922 328 1140 1545
I5dm,2 19 76 17 3804 64 583 281 135 902
0tdm,133 630 3688 3824 16 2269 1027 136 2671 3547
Pqdm,22 20 32 11 29 173 120 122 370 930
lwdm,23 21 24 73 786 288 322 554 2414 504
zhdm,666 289 2626 3598 2 1948 316 60 2413 1964
Mndm,41 13 4 3 389 556 205 816 2287 1641
Psdm,5 150 204 2396 16 292 3687 144 1718 190
DDdm,343 858 21 24 23 2778 410 1 115 703
rkdm,16 5 451 463 1034 150 80 466 984 1109
5Xdm,2 7 17 135 19 340 53 129 60 291
OLdm,759 0 5 3045 1 2510 486 319 42 1491
SSdm,1 0 35 36 2765 2089 2788 851 2313 2669
jddm,96 15 708 463 18 1543 1812 3346 1666 363
mTdm,1948 252 666 2 2413 58 53 160 166 7
ywdm,139 0 1 241 730 2643 254 333 675 449
Kfdm,388 1853 821 210 2761 1277 606 88 0 347
uldm,9 10 4 37 34 2261 97 1830 278 2756
lZdm,8 6 894 206 806 812 3196 1259 175 16
iKdm,0 1 102 2412 241 93 1562 2811 1022 1654
AJdm,0 1 36 147 180 153 142 185 203 774
7Qdm,46 155 44 377 264 2 114 138 162 107
2ndm,2 1179 7 469 252 792 17 2644 878 128
KSdm,0 928 1 1033 5 2485 2511 1870 739 822
HNdm,611 1629 146 195 158 414 8 225 1 68
Rmdm,9 34 10 4 3271 840 539 2659 754 638
Q2dm,3 6 913 1715 939 1473 4 8 539 2671
IRdm,26 62 64 2 149 902 75 130 7 745
D7dm,25 741 1127 157 189 1 1051 682 897 268
zNdm,3 28 6 324 433 89 38 61 248 675
0Rdm,451 195 1293 179 12 332 885 18 939 259
undm,920 677 1 657 0 301 106 1465 124 582
Yadm,9 34 10 4 840 2582 3271 539 2261 2996
ccdm,3 4 13 10 6 9 54 28 330 154
j4dm,3 6 4 13 28 8 1473 38 10 414
kvdm,2 104 7 1535 373 706 165 531 17 3279
G5dm,2913 99 9 551 252 301 188 3234 88 518
QXdm,3 4 10 9 13 31 6 47 28 34
54dm,592 2090 301 2061 897 5 6 395 578 49
Kldm,14 61 8 433 225 812 913 6 539 2838
kjdm,136 16 5 3392 855 1690 3677 1395 6 99
FEdm,149 64 2 7 26 17 19 469 902 128
oJdm,518 2913 1594 827 99 2380 672 26 362 5
oddm,14 31 4 9 10 439 944 146 1477 3
Cidm,126 220 1188 276 2243 1123 289 2916 15 2574
QFdm,66 1248 2231 14 39 293 148 50 332 65
nhdm,0 1 230 35 2851 436 153 134 562 180
OSdm,418 725 1108 80 49 127 2903 770 277 414
iSdm,12 92 225 329 100 110 133 11 726 2155
3hdm,5 16 0 535 1 409 27 80 1448 971
YQdm,61 433 690 3 599 3575 89 1001 8 4
jydm,62 0 27 1 442 26 1153 157 130 259
6Zdm,133 6 8 325 16 2982 2671 1027 954 2380
fbdm,92 79 325 133 9 16 944 2063 1199 1765
EBdm,6 8 3 206 1641 414 597 268 2967 2090
27dm,170 15 18 314 368 2882 59 2444 1247 11
eAdm,575 2 7 17 128 19 753 524 48 3117
TUdm,488 1 424 105 245 183 535 25 294 0
Gydm,15 18 87 545 536 244 67 1779 140 699
LLdm,698 1212 50 2848 1152 2090 1248 1876 256 66
8ddm,53 58 214 163 495 2 464 1913 3147 7
Oedm,434 39 866 1782 50 181 1620 1019 3030 282
Pvdm,242 254 470 459 0 1 1364 16 5 1479
MNdm,25 16 1 259 0 1522 5 337 3454 189
FBdm,62 90 7 2 810 197 531 2386 3359 1488
6Tdm,5 16 71 1911 579 99 81 932 106 911
pKdm,0 27 1 35 3700 580 657 1215 1305 192
VOdm,1 0 357 372 2307 35 865 1359 755 663
KGdm,518 716 99 26 1190 814 726 647 1411 1594
pXdm,3 4 10 13 54 9 28 57 33 97
8gdm,11 368 944 1184 1165 726 84 143 144 329
aEdm,3 4 6 9 10 324 13 33 28 89
8Kdm,70 52 125 0 8 414 432 535 3144 1047
ppdm,1 0 739 193 395 3358 150 2811 2164 189
1Udm,392 182 3671 166 901 2 452 231 72 179
3ldm,9 34 10 4 840 539 37 1566 3271 2624
zTdm,0 12 91 1281 336 2717 1459 14 633 689
GDdm,0 2653 1 1654 535 649 762 42 12 1989
ZWdm,2 7 17 541 95 235 804 83 1488 659
1Xdm,50 65 100 39 933 1515 202 493 503 207
Jgdm,110 1463 92 369 846 8 574 1737 304 1332
ejdm,956 5 919 80 900 49 762 1461 1481 2347
0pdm,9 34 10 840 3271 2996 37 2582 889 2541
wudm,3260 1 0 236 193 404 1220 234 2818 69
dndm,1242 175 1101 13 944 4 871 3 381 1487
KLdm,3 6 4 10 28 9 38 675 324 1473
a1dm,160 231 491 273 58 53 1423 82 252 888
q8dm,1293 12 52 0 195 237 821 304 2250 1758
aSdm,296 359 525 632 1467 25 2 381 1 407
4Mdm,30 2 280 1288 940 7 3610 55 361 174
Sddm,31 40 57 47 117 309 626 1149 234 111
yDdm,65 50 866 39 763 61 80 3635 1756 998
Madm,1 739 2963 0 855 105 822 2188 535 417
Lhdm,1 0 219 2171 142 35 157 936 438 1719
g5dm,8 6 894 834 807 1416 383 1283 698 812
BJdm,0 1 3145 35 337 180 1004 517 1734 1955
4ydm,815 0 1 27 799 94 209 192 200 102
qkdm,1 0 35 976 85 25 183 105 315 1234
fUdm,11 20 22 32 2567 29 176 123 250 605
khdm,181 216 39 866 50 222 249 950 65 674
cMdm,0 449 241 2412 1562 1 2219 578 856 1006
SWdm,3 4 10 9 6 13 1715 3469 99 1109
TRdm,1117 1537 66 1876 879 1286 2 148 2658 332
zVdm,280 2 30 7 1460 408 283 2825 1083 55
0ddm,25 3560 225 315 332 302 3433 2982 191 8
b4dm,2693 0 3428 1418 5 1 193 1207 395 81
vQdm,0 607 1 21 73 23 447 215 412 35
O0dm,0 27 1 35 564 105 590 102 262 93
Dhdm,6 414 25 1103 8 1690 1107 65 954 133
oHdm,12 0 237 3144 1281 705 675 91 1 1937
EAdm,0 1 81 108 615 5 819 1521 947 622
Mmdm,68 72 98 151 240 3199 452 101 1426 480
2odm,4 13 54 154 40 28 10 3 33 31
5Udm,56 45 51 2 212 77 295 2572 1052 803
Cbdm,53 58 228 2 151 17 2158 408 515 30
Pgdm,1153 26 442 45 2 3519 0 130 51 7
omdm,1 0 2179 1780 93 203 851 192 1521 35
nadm,151 68 0 1417 72 1 832 847 1786 134
aldm,0 1 134 35 106 27 180 657 774 192
Mkdm,231 160 491 82 273 166 888 58 53 60
KZdm,8 6 650 206 894 3737 100 1024 812 2090
Eedm,0 1 36 94 147 180 423 142 367 35
tJdm,5 3226 2033 328 1551 1184 662 618 3342 16
JOdm,33 28 78 38 86 4 987 1088 13 553
aOdm,8 6 647 396 1187 89 3802 1921 13 175
Z7dm,14 71 25 6 266 2 3201 1632 2388 3153
I8dm,391 1263 87 1174 347 18 15 34 92 126
xkdm,0 93 102 1 431 42 27 1100 2219 675
XUdm,23 21 73 329 8 447 3318 1674 3824 381
uYdm,434 864 843 1972 679 16 1 315 0 11
GLdm,160 231 166 273 491 82 888 1139 252 68
NFdm,12 79 312 111 0 685 3144 210 494 237
Cndm,31 40 57 117 47 309 626 74 2137 93
Lrdm,48 7 2 213 415 566 177 224 437 171
qIdm,94 36 147 367 132 189 2645 180 0 403
hldm,1763 8 726 688 647 717 175 5 1264 6
kldm,2 413 7 1916 75 104 90 2074 495 165
MPdm,3 6 8 4 324 1473 675 13 89 237
2Tdm,3 6 89 324 4 33 38 193 28 9
LQdm,12 0 237 675 689 3144 1937 1224 432 1459
nZdm,5 16 3745 801 354 919 328 1912 244 709
iydm,7 2 19 17 129 149 128 64 656 3554
b8dm,2092 697 200 192 864 105 275 410 1 26
7Kdm,30 2 280 1892 7 608 2809 174 408 2563
6Cdm,0 1 200 1404 27 106 2817 102 3165 438
z8dm,42 290 0 1 431 586 1427 1244 102 3766
7mdm,2099 0 9 339 1 687 349 362 1508 1847
0edm,21 23 24 73 786 858 676 504 115 554
6ydm,3 6 4 13 8 10 89 324 28 54
Iwdm,20 22 11 32 321 123 211 1186 1257 176
6ddm,0 1 881 27 139 1370 180 670 2435 851
dMdm,186 44 46 2 3708 377 155 162 264 2257
OCdm,2 30 1575 90 196 7 1741 942 1197 1042
YJdm,9 37 10 4 421 1721 2624 1065 1523 2996
xTdm,2877 1 0 193 1651 358 362 150 234 762
hzdm,11 2 75 1428 347 7 62 3284 251 1615
YXdm,532 89 8 15 175 533 96 247 1480 301
SHdm,932 39 3163 866 674 50 127 207 503 2593
Tndm,274 238 59 366 18 668 15 43 773 178
Ivdm,917 8 1092 61 433 6 2152 3 1003 0
Ctdm,134 35 0 1 795 230 85 436 180 768
evdm,1078 99 716 420 1802 0 375 1921 1 141
nkdm,3 237 12 675 324 17 433 3186 690 310
1Pdm,3 6 8 206 41 31 1690 389 650 954
84dm,49 80 127 265 5 612 787 277 770 362
Hfdm,143 17 19 2 284 30 340 724 1557 1741
ondm,118 82 103 0 440 2912 689 1702 160 1417
5edm,0 70 52 125 12 1937 675 1 689 432
6adm,12 0 91 226 79 52 118 1459 689 1062
cXdm,3 4 9 6 10 0 1 13 1508 38
zydm,1041 223 0 42 64 1 3789 26 542 1378
Kvdm,1 19 0 104 48 2 7 2834 134 1406
Kjdm,5 1481 49 16 1374 150 2679 80 204 2316
pddm,2 30 1948 58 53 7 480 19 55 361
rIdm,216 222 249 181 39 1086 950 770 202 627
aQdm,61 2933 1059 599 3011 1329 3176 739 158 2969
UEdm,0 1 35 134 19 48 768 230 301 2339
H6dm,2 289 666 51 1238 571 1781 1948 45 419
bUdm,19 575 1 17 2110 48 1284 1519 1198 2
sUdm,1594 14 16 178 26 59 5 1211 466 136
Zydm,81 108 5 0 1 947 1113 301 1809 3826
yWdm,11 20 22 334 29 564 32 1356 123 211
gpdm,31 911 291 716 1480 99 11 15 3120 439
v6dm,8 6 89 1074 3 54 1190 834 201 647
X6dm,92 161 110 52 329 1866 165 1293 7 373
Gtdm,195 12 2079 2002 21 895 2872 1293 92 511
a2dm,6 8 662 206 414 690 521 383 16 558
CGdm,7 2 104 85 48 224 284 141 458 3318
RZdm,18 87 15 333 545 365 536 244 60 1751
fudm,21 23 535 0 105 590 1 217 976 24
Pudm,51 56 45 2 77 456 137 295 1052 721
E6dm,2 30 2814 7 280 413 196 940 2809 1888
rPdm,0 42 242 1 470 254 695 3674 590 18
16dm,222 181 249 216 39 950 1086 202 2857 2024
xcdm,12 0 3144 312 432 237 1937 1293 1281 2717
Bmdm,363 1263 15 96 3132 1666 769 2401 1812 289
zjdm,1 337 960 0 2765 517 35 2873 25 1778
KDdm,3 6 4 1473 8 324 201 237 2187 1374
12dm,353 60 3553 673 642 666 166 385 284 231
MFdm,49 127 80 277 1007 8 1463 1147 1199 3042
Tjdm,30 2 196 55 942 17 940 1762 975 361
eSdm,818 616 0 1 1635 2 606 2639 962 3127
c6dm,7 2 2472 415 224 165 1298 267 373 566
3sdm,255 247 141 2 1289 44 333 186 46 284
ELdm,0 79 91 376 63 1 806 450 12 918
j8dm,621 0 1 1071 486 27 319 3723 132 88
gedm,10 4 3 9 34 6 351 13 2937 97
8Gdm,43 59 18 668 15 60 990 101 1685 2
vZdm,180 654 304 153 719 1 219 1210 0 185
Rfdm,332 521 66 293 6 8 1313 225 148 2658
Bsdm,49 1464 1133 260 612 80 816 127 569 1507
n5dm,3 675 237 118 82 348 12 0 52 414
MVdm,12 0 91 237 312 1281 675 1937 1459 3144
hKdm,9 4 10 37 3 6 13 421 28 1476
7xdm,46 44 107 145 26 155 2 64 113 114
dodm,11 1548 29 59 752 18 22 15 1209 604
E0dm,1463 92 110 369 180 1147 2702 161 0 897
OWdm,1501 11 22 20 29 32 120 430 2894 692
7Ddm,70 52 125 0 91 1332 806 1 1047 8
