VideoId,Label
IMaW,641 251 62 270 646 1470 53 58 1408 2
KPaW,8 6 206 894 650 807 698 1292 3737 261
DtaW,0 327 587 1 5 772 159 1726 1347 744
jOaW,0 562 1 1090 654 42 337 3799 2617 586
onaW,5 16 244 362 301 183 292 150 115 762
WGaW,8 812 6 835 206 205 599 2152 2838 806
bPaW,3393 2978 1 0 758 1849 535 24 1885 23
oDaW,131 209 74 24 880 1269 0 2962 1 21
Z7aW,20 22 11 303 397 32 173 29 604 2318
O2aW,100 161 1515 704 356 567 14 1455 1103 1906
TqaW,3 4 54 6 13 10 89 1074 330 154
wcaW,15 96 18 463 1812 708 1543 140 1666 67
uPaW,2046 277 127 616 251 1049 821 966 986 606
FCaW,17 19 2 30 55 1073 448 2809 837 143
ljaW,134 0 1 35 84 254 768 436 230 169
1NaW,515 408 30 55 2 17 837 1197 2809 1492
w0aW,30 2 2809 940 196 17 975 280 7 3610
1EaW,9 34 10 4 3271 539 2996 37 1100 13
rbaW,931 256 50 183 210 65 149 230 815 598
UlaW,4 9 10 13 3 31 28 33 47 1476
CnaW,139 2643 0 1 35 275 192 730 331 887
YFaW,87 18 15 545 9 1751 536 244 3516 365
x4aW,106 200 864 703 3843 187 74 629 3614 816
MmaW,5 16 1 2411 0 25 2343 3093 847 436
fjaW,299 191 255 141 465 42 746 311 3847 1333
5TaW,14 61 172 621 248 433 1003 8 356 161
JGaW,2 7 957 62 763 757 2199 3007 174 750
G4aW,11 7 2864 141 2 2894 883 62 749 601
xYaW,1 2893 0 147 36 132 828 423 35 582
tMaW,0 1 147 36 94 132 142 287 180 153
HtaW,3 6 4 13 10 324 539 54 2839 89
hmaW,31 47 40 4 626 57 348 3 54 2556
jjaW,66 1248 293 1964 2320 1194 148 1286 14 2658
eZaW,130 26 808 636 2 435 525 1 632 0
GVaW,9 37 10 4 1721 421 1065 889 655 2427
7faW,8 206 6 894 161 835 1727 100 650 834
rIaW,1623 1606 582 183 132 23 21 192 2523 106
kwaW,0 1 153 180 562 219 2267 2 185 3190
MWaW,1 1901 0 2983 183 192 2267 105 203 294
bdaW,205 14 8 806 598 812 944 429 206 769
IJaW,7 2 198 316 513 197 1472 2331 171 1124
xZaW,2 508 7 2532 75 1038 224 1106 267 3855
W4aW,2216 8 1187 3802 827 2 11 272 521 761
CraW,114 46 107 138 44 155 145 109 2 854
ZeaW,13 3 168 4 2678 330 1001 154 54 6
LtaW,123 11 20 176 250 22 1356 637 462 576
FQaW,5 16 11 0 505 191 315 1 857 2351
gfaW,143 30 17 2 55 340 724 19 1557 2878
5QaW,3 6 4 28 13 38 33 324 10 237
twaW,8 806 3 205 558 812 6 4 1187 835
KtaW,15 789 96 18 43 363 59 571 990 67
fRaW,3 433 6 201 8 89 152 14 1058 1189
LzaW,5 744 1963 16 301 662 2940 159 0 1706
zMaW,3619 2 1420 7 224 196 90 116 165 267
oQaW,1 0 36 142 132 185 147 94 1903 2267
IYaW,461 2100 498 23 21 24 73 1 209 0
iNaW,72 68 98 151 240 480 280 60 980 3199
28aW,8 6 558 894 812 806 911 206 3 663
tzaW,1 0 285 1181 25 761 35 591 357 2765
WpaW,1206 709 3157 363 15 509 789 2771 289 723
KdaW,0 12 1 91 237 63 1459 79 245 335
naaW,6 8 723 3 433 1652 61 3544 2777 66
3QaW,66 148 14 1964 1194 1117 1876 879 1248 1786
uIaW,49 127 612 277 80 1199 3042 919 770 5
aDaW,3062 1950 62 1025 2725 3362 1363 341 580 1713
e0aW,2950 1 0 822 1358 3806 535 1648 3462 102
CdaW,1 0 768 35 134 436 19 2062 2465 535
mOaW,2 17 55 345 30 19 1197 166 340 2251
woaW,12 8 210 726 846 0 432 79 698 685
jUaW,1 0 142 36 185 132 153 294 183 180
XvaW,31 47 40 57 4 626 159 2300 744 2137
3vaW,157 16 0 1 407 381 25 677 481 132
MXaW,27 0 1 192 331 1406 2267 294 88 3700
BMaW,87 18 15 244 365 536 333 545 67 3516
MAaW,30 2 375 361 420 1142 2018 174 2825 3005
YXaW,154 263 4 3 13 1968 551 39 40 159
TlaW,14 71 944 1109 248 308 5 598 591 2056
isaW,1 0 27 192 35 294 331 183 105 455
ssaW,400 1152 1608 952 1346 380 3310 11 1927 248
mCaW,49 127 770 277 80 787 15 723 2274 2168
RjaW,5 150 204 853 16 2280 81 2235 615 136
gvaW,108 819 615 81 1 0 510 105 349 1113
cbaW,14 1517 92 17 329 600 161 82 3758 973
5IaW,8 6 894 89 1652 3 558 2777 332 834
BXaW,1207 8 2 7 835 19 17 26 394 272
6eaW,15 96 368 18 289 2995 1964 1466 2 1666
yNaW,301 5 2300 3087 159 744 0 6 1963 1809
DcaW,52 68 72 125 151 0 12 1417 226 530
bVaW,14 5 865 16 1579 25 2176 3456 1940 189
9naW,19 17 143 284 2 724 1437 1741 30 55
bfaW,5 1940 16 2662 1612 301 644 84 1996 1184
iPaW,3 8 6 3153 324 1078 4 1962 332 46
aAaW,2794 5 16 1034 1064 302 15 244 1090 1320
J0aW,11 368 22 29 20 32 221 1528 1034 2054
elaW,310 146 451 141 25 53 158 176 61 186
o2aW,5 3773 1312 744 1571 1388 301 2182 1481 244
xgaW,7 2 177 116 48 344 957 1484 15 2193
lRaW,99 518 1395 136 5 1578 3392 3677 2332 1333
xcaW,35 85 1 0 46 134 1170 2 230 186
Q3aW,76 2 1068 1192 281 17 7 1271 43 19
MkaW,1212 846 698 2753 8 40 31 2848 616 1455
ZXaW,39 393 20 11 202 886 181 50 156 933
D1aW,5 16 1374 726 12 0 2679 13 154 1444
SLaW,6 8 3 834 1191 2967 206 3546 558 3479
lOaW,555 1225 15 18 2501 1076 178 59 1090 5
vGaW,30 2 17 942 55 196 3005 340 7 1762
g6aW,43 59 101 18 286 76 2 1415 693 60
8paW,289 60 1238 357 571 291 157 519 427 53
Z6aW,3 6 4 8 89 66 324 1964 2102 1312
LRaW,26 435 130 636 268 610 189 157 815 3216
SyaW,306 42 0 1 2698 294 262 1917 695 63
SwaW,2225 0 622 2570 412 1 1244 62 596 574
iKaW,30 2 7 17 340 2694 90 2809 304 43
yvaW,1 0 35 134 258 230 1901 19 25 48
WPaW,3510 1 935 0 35 2768 1004 1182 2272 268
aiaW,2 7 48 3024 711 224 399 267 213 891
pVaW,71 152 389 146 293 849 861 406 1969 54
bGaW,14 2807 6 25 2853 4 702 578 408 283
3JaW,42 306 0 1 2698 262 1781 1917 1384 1970
9CaW,413 2 7 30 2905 104 283 95 90 17
85aW,3 41 13 6 4 1481 2684 8 2967 598
kCaW,3836 6 3 8 28 4 61 188 14 13
93aW,23 21 24 115 651 471 73 684 1321 1
zOaW,329 110 0 92 52 12 369 8 1737 705
uMaW,429 205 598 1245 31 40 47 698 2139 1667
scaW,1 105 424 245 0 488 294 183 331 1010
kgaW,12 0 1459 689 1281 91 432 1937 1 63
XkaW,9 4 3 6 37 10 38 33 2090 7
8EaW,860 389 875 1357 357 348 2530 1673 1716 41
fvaW,41 205 598 389 3 3392 857 8 556 4
YNaW,0 484 1 1832 35 1893 159 203 309 436
tWaW,470 242 254 459 25 1 27 0 429 88
TnaW,20 22 11 32 122 29 444 1827 112 307
4EaW,13 3 4 6 54 8 33 89 910 28
9FaW,64 2 95 135 149 656 17 26 345 2132
EeaW,132 0 1 36 185 147 142 1903 582 192
CUaW,3 6 8 13 4 251 1807 558 917 181
YVaW,20 11 22 32 543 749 29 229 1643 430
HraW,64 119 113 44 46 2 425 186 155 848
VOaW,1200 0 1 193 1301 740 26 62 963 16
IPaW,488 27 1 21 0 192 234 23 158 331
VLaW,8 6 383 834 206 807 650 894 1727 550
PuaW,1 0 2525 124 153 317 287 828 180 2435
SeaW,1 184 192 24 588 0 331 105 522 183
Y4aW,18 67 140 15 1122 1831 1954 2153 2423 2248
JpaW,25 1327 1 1130 118 0 145 721 2784 1240
NeaW,182 452 392 210 746 299 333 1289 160 166
vzaW,41 6 3 556 8 13 1690 99 662 2909
n7aW,8 807 6 1727 2671 3298 130 2124 2152 2967
EDaW,0 215 42 447 1 607 643 217 622 790
tfaW,48 2 7 1217 177 3044 213 267 573 224
cVaW,410 722 24 1 21 1062 23 859 724 1703
lHaW,66 332 3149 8 521 293 6 14 944 1416
qwaW,70 52 0 125 1 432 81 535 1047 91
i0aW,528 11 22 20 477 29 720 32 112 1254
MlaW,31 40 47 57 84 4 1149 309 626 618
JPaW,716 1078 99 911 518 1027 133 2380 2699 953
vqaW,300 3406 1461 585 10 4 1698 1236 31 188
LBaW,640 106 496 1375 21 115 824 816 10 9
E0aW,39 674 216 866 181 249 529 21 1828 222
TAaW,0 79 91 376 1 63 2267 806 12 237
AMaW,26 194 2161 445 222 39 216 181 2098 80
UsaW,39 202 66 627 393 207 121 332 1828 674
70aW,146 343 1934 875 21 158 858 464 7 279
keaW,359 296 1002 2 179 1288 77 7 12 667
tkaW,89 175 8 33 2107 533 201 141 2401 532
7WaW,3 4 13 10 28 9 433 33 38 61
D2aW,0 336 63 2717 12 1405 335 633 91 1459
VIaW,12 0 118 82 689 52 157 103 237 644
JWaW,3815 35 1 0 1327 337 2179 25 3479 85
tAaW,150 204 853 5 16 2316 1674 0 1008 1
o3aW,937 2 712 7 1664 24 62 1871 158 270
xiaW,1739 1015 11 341 1363 1928 1049 818 5 2405
fNaW,708 96 1812 15 463 18 2298 26 466 782
TVaW,79 806 118 0 2 168 1908 82 429 12
dHaW,14 61 1003 433 6 255 132 197 25 141
QOaW,10 300 4 3 9 13 1236 34 6 3406
bhaW,8 351 1727 97 154 846 383 206 54 13
DzaW,2 7 885 104 1460 165 1372 17 235 75
4AaW,2753 31 2857 1763 698 11 3042 763 749 944
VGaW,484 1893 309 159 947 15 1 234 7 772
j0aW,3 6 8 54 206 650 4 13 894 97
jcaW,3 6 1480 8 414 315 5 99 206 1410
DdaW,9 10 37 4 34 1830 309 826 1523 889
J8aW,445 581 5 16 194 362 26 2010 801 268
lnaW,14 4 13 1694 154 9 3 10 933 3050
STaW,3 6 4 324 1473 248 10 1356 2746 1107
ExaW,2 7 172 75 399 224 95 165 267 116
JsaW,230 35 7 1 2 48 1169 566 1596 1035
VMaW,8 6 414 690 1517 954 271 2281 1187 1295
o0aW,5 16 204 150 853 1008 2304 1204 0 973
FPaW,31 40 57 117 492 47 1578 309 386 626
dsaW,3 4 13 28 6 9 33 10 38 3836
Q4aW,0 1 2381 27 929 255 2451 35 535 309
NWaW,12 329 92 0 312 19 161 944 79 675
A7aW,259 62 714 0 27 794 26 588 735 16
hqaW,1552 46 730 1505 921 44 50 39 396 674
MnaW,479 62 0 963 193 1 2898 2548 1424 3683
JKaW,1 0 719 36 582 147 185 153 132 2267
qiaW,12 0 237 1224 1459 675 91 689 1937 118
v2aW,669 1100 54 419 1238 25 309 81 2 289
c4aW,0 621 1 306 622 42 938 613 675 695
WHaW,9 37 10 4 655 2427 2515 2042 2334 2723
XxaW,893 0 447 42 1 2551 215 740 306 180
XhaW,3 4 324 13 6 10 9 28 89 33
EvaW,259 26 130 844 62 11 64 379 0 199
ZzaW,158 146 1865 2667 454 1210 279 1283 2934 439
YcaW,591 761 643 561 127 49 2216 93 749 11
1WaW,23 21 24 115 1094 520 1705 1306 651 1246
w5aW,64 149 2 3457 95 232 583 60 11 58
FwaW,539 4 9 8 10 1644 6 201 13 3
65aW,59 178 18 1260 15 368 1801 2215 463 1661
HIaW,1309 226 592 1109 1196 1527 352 9 61 2556
SEaW,7 2 171 116 1908 1012 1372 1316 174 3051
94aW,209 131 21 23 74 73 24 106 288 200
7NaW,66 148 50 293 1060 390 1876 2320 256 1248
PAaW,68 98 72 240 148 151 980 253 698 1786
tVaW,164 79 13 429 4 237 2107 175 806 12
8faW,17 128 19 2 7 129 1068 639 1192 2165
veaW,733 1 0 2058 1829 150 141 1235 268 1023
t8aW,21 23 471 73 24 0 2454 938 61 115
oraW,3 28 33 38 4 78 14 86 13 6
ewaW,68 210 72 907 1328 151 821 491 3213 1599
jZaW,2 7 1739 75 197 593 3007 979 235 2532
uUaW,168 330 565 13 4 3 1001 54 188 3008
gYaW,0 111 42 1 3462 431 3073 5 1722 1469
JAaW,25 1 2595 159 3491 0 2167 951 590 2326
0raW,8 175 13 89 1242 164 201 6 1101 1641
vVaW,14 5 16 1172 958 230 1448 777 1522 362
GNaW,3 28 6 38 1207 33 1418 8 835 61
kXaW,7 2 104 235 2477 174 1252 563 1703 1460
KiaW,66 14 148 99 332 293 944 1194 879 521
FEaW,9 34 10 4 3271 840 2996 37 2261 3366
PIaW,3 31 6 47 8 301 2191 206 414 1109
oHaW,0 1427 1 42 93 102 111 431 1562 1887
iEaW,99 518 136 1107 2332 396 1900 102 1395 1333
GWaW,8 6 558 3 894 3479 834 206 812 3544
CVaW,2286 1311 68 452 53 9 58 945 2441 72
5PaW,12 0 3144 336 1937 99 705 689 806 312
DqaW,3 4 6 10 13 9 28 324 33 38
mnaW,972 27 3814 0 1020 9 1258 859 1172 189
nZaW,343 146 66 439 3150 3272 1934 158 44 858
yfaW,118 82 33 12 28 103 78 79 30 557
GRaW,41 386 31 97 3 1461 10 4 300 552
24aW,3 4 10 6 9 13 28 33 324 38
lsaW,66 332 293 6 1652 225 521 152 690 2261
oyaW,598 205 1945 8 429 1245 470 206 71 2323
ViaW,5 144 190 16 384 1347 597 3023 1996 327
UYaW,3 13 4 6 28 10 33 54 1001 433
vjaW,3275 7 2 1087 48 165 104 177 19 197
tDaW,698 2090 2848 356 100 1223 1455 161 2592 148
YYaW,41 4 13 42 49 2530 3 0 301 1
iGaW,9 10 34 4 243 351 13 840 14 37
VbaW,418 80 49 2 725 1108 56 127 45 1810
EpaW,45 51 56 2 77 212 295 803 2355 2572
EOaW,550 400 1513 843 641 348 970 952 9 22
ZRaW,3132 15 18 2 716 30 420 7 175 3031
WfaW,631 46 44 162 2 107 1164 854 114 109
mAaW,9 10 37 4 34 1830 2756 40 13 2548
0naW,5 1312 16 662 744 362 597 9 3639 618
TvaW,19 318 87 690 17 272 15 2 312 1677
C3aW,2 17 490 30 583 55 2251 135 7 408
D6aW,422 1248 485 701 2393 1267 1112 2122 2320 50
ICaW,7 2 30 2805 90 1197 2477 62 149 443
pnaW,1 0 287 124 317 36 132 180 1026 2435
A4aW,20 22 11 250 211 123 32 1045 176 576
URaW,0 12 91 63 335 1 1459 689 1281 3607
dwaW,1 0 35 517 3805 865 2022 282 183 25
Q9aW,1 36 0 142 1469 147 94 132 331 1903
RwaW,8 383 13 807 54 834 1376 3112 269 4
51aW,2764 401 71 2725 11 2804 16 986 434 2214
QNaW,5 3670 16 0 1 442 1064 1829 1522 1915
nuaW,3 1416 8 6 41 4 1058 97 31 3021
M3aW,2830 80 21 1890 88 676 1172 242 2770 607
MqaW,25 1 0 623 897 939 227 255 2 442
eAaW,23 21 24 73 2264 2619 775 554 718 115
mbaW,254 1211 3669 242 470 99 716 1565 5 0
nJaW,1987 33 9 28 34 4 2103 78 10 257
ONaW,241 0 1 1006 102 3571 93 8 1114 1598
z5aW,3762 0 1 42 1100 591 3626 1917 102 93
bUaW,26 526 370 527 0 733 466 136 978 5
tLaW,1654 1 0 139 582 192 997 337 1071 349
KGaW,16 0 1 130 815 610 27 799 714 808
szaW,2 7 235 1352 1372 297 252 224 508 171
juaW,868 14 27 189 1 192 0 2324 157 16
kvaW,9 37 421 10 4 889 2334 1721 2427 2656
c9aW,1 0 42 561 337 387 1687 102 3427 35
DGaW,8 690 6 2 28 414 12 958 151 129
NXaW,7 2 174 48 17 283 566 531 2116 1167
1OaW,0 42 111 1 306 431 1917 1071 254 486
m9aW,371 260 596 1556 574 701 2 501 157 227
9VaW,11 624 83 820 2000 262 3128 15 720 605
LCaW,95 135 75 2 1205 172 1502 7 0 26
QoaW,148 253 271 66 1273 1062 3650 410 689 1517
eLaW,662 5 301 882 1140 362 3658 2056 16 328
hKaW,8 33 6 13 28 1024 206 4 1690 38
xWaW,188 154 168 4 594 13 54 330 1461 565
VCaW,1981 5 865 84 14 169 16 516 1546 626
0laW,154 263 4 13 1968 3 40 348 39 2582
KhaW,36 423 1 94 0 147 582 132 2672 898
zUaW,205 846 71 8 14 812 429 944 1109 383
V6aW,208 2 7 1134 745 869 197 1695 2130 347
g9aW,1196 14 61 2040 260 11 433 1077 418 1109
74aW,53 58 494 214 685 163 844 60 19 2
CCaW,62 2957 411 1154 2 11 145 2669 2105 298
0WaW,21 23 24 945 158 775 2 298 455 73
5ZaW,67 140 18 15 1831 1048 796 2026 1711 2564
dKaW,357 372 0 1 1359 2765 180 35 1955 1215
4naW,116 1266 2 7 2784 706 1012 573 1040 344
oIaW,8 6 835 812 206 806 0 1292 205 894
ZYaW,2644 2 7 2067 171 361 344 1391 174 1307
DvaW,3 324 89 61 4 1921 2 28 433 1059
vAaW,486 0 1 35 1802 1071 622 1903 134 662
U9aW,0 111 1 42 431 1071 93 102 1427 5
9yaW,0 91 79 312 376 12 806 60 884 633
c3aW,12 0 237 52 2587 336 1234 63 1937 1293
araW,4 3 13 28 9 10 33 38 1058 3472
OQaW,23 21 26 2542 64 43 1 183 285 2
eVaW,1359 304 73 50 9 23 986 421 561 284
F6aW,5 16 2056 159 618 662 3226 2576 1312 1390
1KaW,113 119 44 46 2 64 848 162 155 501
6kaW,14 31 40 47 4 13 57 1109 6 28
GvaW,0 12 237 1937 675 1459 689 19 3144 1
VuaW,12 0 3144 1937 237 336 79 125 52 13
DlaW,3022 11 368 1763 260 123 726 1823 749 176
o5aW,261 1292 432 8 1348 1556 210 894 650 206
jgaW,9 37 10 2427 4 655 1523 2042 1721 421
G5aW,76 2 7 43 53 547 473 141 385 101
IOaW,1 0 36 94 367 147 180 1903 142 132
3kaW,1 0 36 94 132 142 147 304 124 317
JCaW,58 53 232 163 60 340 427 2690 284 3725
ehaW,734 1499 1780 25 1 1806 3677 410 175 1051
QVaW,1 0 102 591 93 1182 417 290 761 2886
d6aW,392 182 12 72 2 1387 385 1569 2868 1289
ioaW,15 363 1452 509 289 260 669 239 1098 2000
wNaW,2 95 135 7 297 60 17 427 583 64
eSaW,21 23 24 322 73 288 758 504 115 676
04aW,3 61 433 324 1003 89 6 54 310 8
CvaW,24 23 21 115 1 994 1899 0 1222 2654
2daW,244 292 5 14 16 2573 2399 1395 136 1993
5baW,3 4 6 13 54 41 10 1395 2404 1715
4NaW,14 4 6 359 282 3 663 9 561 626
7oaW,1 0 180 2435 153 815 203 3756 968 2164
u0aW,2 7 1372 17 283 165 841 198 792 1005
muaW,360 3603 2736 705 19 696 17 311 2786 0
UZaW,8 89 4 13 3 71 6 54 175 396
alaW,53 58 19 494 214 2798 17 0 3529 2
RBaW,4 10 9 97 34 351 13 889 300 188
vwaW,14 61 4 578 31 1058 1172 418 2308 13
IUaW,3532 32 11 29 368 20 22 1766 605 221
3TaW,2 7 171 2644 198 2493 979 316 174 1124
ECaW,4 41 13 3 9 10 2287 389 300 28
klaW,1 0 5 69 378 1993 236 1150 568 144
IbaW,6 3 8 310 225 653 1424 2839 1594 1727
OPaW,0 12 336 63 2717 1405 1 436 237 1281
s6aW,2423 2 1346 7 58 1601 952 53 270 161
3RaW,52 70 125 0 1 12 806 705 1989 689
HsaW,638 9 1 28 2186 183 19 2 4 2101
cEaW,3 4 6 10 28 13 38 9 33 31
l8aW,1 287 124 0 25 223 1370 42 1026 85
hBaW,14 25 4 39 266 146 1127 2807 1075 944
GcaW,5 16 2143 136 362 2403 1478 1190 662 25
RraW,19 17 2 197 7 48 448 344 316 702
Q1aW,8 6 846 175 71 834 827 97 180 1416
umaW,19 318 272 448 15 17 0 3529 312 18
M8aW,140 67 18 15 2212 1122 1954 1486 699 1346
9zaW,7 2 171 702 1330 266 197 1747 1106 2493
GxaW,497 347 388 88 821 1853 606 1771 313 899
8BaW,562 1 0 438 337 180 153 132 147 157
mMaW,14 489 882 1274 727 998 592 6 357 258
hiaW,215 0 412 643 217 447 622 596 611 5
p6aW,1 36 0 132 185 147 142 2747 183 2672
AqaW,7 2 1106 116 508 197 283 104 316 267
SVaW,361 2 7 30 174 942 196 280 252 146
i1aW,3 6 8 3479 764 3153 1078 1038 248 939
9taW,89 8 175 1921 6 141 247 2418 3 324
mEaW,12 0 237 1224 1937 675 3144 1459 689 1281
XlaW,20 11 22 123 29 1540 683 32 250 576
DHaW,5 16 1312 2182 81 1388 1140 1609 662 301
XCaW,579 259 749 225 1199 9 2562 127 50 12
w6aW,124 287 1 0 317 2435 1512 1026 1370 35
WqaW,3 8 512 89 28 779 4 33 13 9
4UaW,0 1 132 36 147 185 142 582 2672 2383
bXaW,159 396 1521 678 11 535 309 25 626 0
vUaW,12 0 3144 432 1293 1281 19 1 1937 696
YRaW,14 595 660 7 2 1100 25 53 2469 2198
PsaW,2 76 43 385 3804 1271 113 1290 44 1068
v3aW,3362 461 498 1462 1457 588 24 200 1713 2250
2NaW,16 532 5 136 25 1114 255 2010 141 1860
zYaW,14 6 8 812 201 71 3153 25 1109 61
RyaW,3 4 13 28 6 33 10 38 9 324
ocaW,35 85 1 0 134 768 230 145 354 1836
aUaW,248 191 299 141 1068 43 944 1848 419 348
a8aW,0 52 70 91 125 63 12 1681 806 1
YnaW,31 40 47 57 309 626 117 234 84 628
l0aW,717 1743 451 1653 375 3416 468 1120 700 1363
OwaW,8 6 206 383 834 807 650 332 100 2848
12aW,19 17 659 0 448 1198 1 128 272 48
YkaW,3 4 31 1715 47 10 14 25 278 97
84aW,390 293 66 1346 3001 441 984 1313 1037 50
mhaW,0 354 1 395 962 739 313 35 2536 2164
Y6aW,2139 5 80 16 1064 88 2770 1325 2570 1713
FhaW,232 163 53 58 340 427 17 19 60 143
rnaW,0 1 234 5 678 628 2920 3806 204 1268
GPaW,45 51 2 56 77 295 212 2572 456 137
fFaW,12 1293 195 92 11 312 19 1758 579 1077
wgaW,0 27 1 714 5 580 262 1135 542 974
WmaW,1556 65 50 1072 355 26 493 781 8 1007
vpaW,110 1463 8 644 846 1737 1949 1147 304 92
QkaW,0 259 1 62 1562 241 26 113 9 42
O5aW,97 10 351 243 31 47 4 13 40 2713
L9aW,9 37 10 4 1312 3137 5 826 2208 34
BwaW,3 4 6 13 10 324 38 9 28 33
6vaW,94 36 0 147 180 1 2813 25 2317 16
80aW,19 1 0 3238 183 1198 575 448 17 3290
9IaW,23 21 24 158 279 146 76 1010 2454 718
CFaW,9 34 10 4 13 3271 37 840 421 2430
tnaW,611 92 202 118 170 225 332 17 207 690
uaaW,31 40 47 57 348 117 422 2347 1589 2671
19aW,261 103 31 0 82 1556 350 1292 151 17
SiaW,160 231 166 273 491 82 666 58 1948 53
HKaW,939 1046 2337 21 332 49 66 1585 23 3050
wmaW,1 0 19 35 768 192 63 524 85 183
sSaW,1327 0 1 35 134 337 1384 2788 1972 51
P3aW,53 58 228 2158 2 408 151 17 515 166
sBaW,11 20 22 370 898 29 32 122 978 3070
nPaW,1 108 81 309 0 5 947 822 3826 159
sUaW,188 168 13 4 594 330 3 28 10 9
kfaW,534 1 21 23 3318 105 192 915 434 590
P7aW,79 0 12 91 376 806 241 918 8 1677
MNaW,1 0 2037 193 535 69 5 739 1788 378
k2aW,68 72 98 151 240 3199 480 3302 3758 60
bTaW,33 28 30 975 38 2 86 940 78 55
NzaW,62 2577 1408 2 2369 251 3362 1634 270 7
9RaW,27 5 0 26 714 3323 847 797 815 662
5caW,2 7 500 56 305 104 1310 75 45 197
xBaW,0 118 82 440 103 1 2912 2813 63 1424
hraW,1253 2323 0 63 972 27 461 21 192 132
0aaW,3 4 6 13 10 9 324 28 33 38
uOaW,1972 5 592 144 190 16 282 816 672 362
GyaW,75 2 56 17 1205 1425 19 509 7 128
sLaW,8 68 539 6 72 151 1417 1328 414 206
4faW,134 35 0 1 795 186 46 768 3708 264
TraW,23 24 21 115 1705 651 718 520 2892 758
UpaW,23 21 24 73 322 288 676 115 131 651
4iaW,0 124 1 317 287 153 2435 180 3556 828
x0aW,100 356 161 333 1515 92 835 704 261 210
lNaW,2809 30 2 196 940 55 975 17 2073 1999
KSaW,230 35 1 85 0 174 134 1836 768 7
0PaW,41 3 6 8 13 3392 1690 539 4 855
rZaW,11 2091 15 2 83 1625 7 511 601 239
l2aW,3 6 28 4 38 324 1473 675 10 33
fUaW,3 6 8 41 4 3824 13 99 1480 1078
YzaW,23 21 73 24 288 322 504 209 676 1066
ChaW,381 1101 175 180 885 1641 1856 2079 124 225
r5aW,5 16 1697 2674 2030 3097 1312 3038 2010 84
NoaW,22 20 32 11 29 430 122 211 605 120
SBaW,780 208 2 75 347 7 56 62 45 1161
zBaW,0 890 1 42 487 102 150 1917 2811 1761
ZGaW,8 6 89 1727 846 206 1698 2948 194 97
pgaW,357 372 1 0 2307 532 777 1638 2765 282
TWaW,861 118 750 18 400 82 1154 15 402 661
e4aW,319 0 1 1605 1232 1654 774 2811 93 809
zgaW,70 52 0 125 91 1681 806 578 1417 3245
W6aW,46 155 264 377 2 44 162 1585 2265 114
tKaW,23 21 665 26 199 488 887 1 424 24
K9aW,2 30 2358 55 1502 95 7 116 175 340
NyaW,3424 3152 2873 337 1116 1 25 1691 517 960
c2aW,0 102 1 42 93 1071 5 2716 938 3180
teaW,2560 2 7 48 373 17 1814 213 104 1298
EbaW,347 88 313 780 15 2 96 291 1161 0
usaW,9 10 4 34 2937 2958 726 662 3 14
VVaW,304 180 1147 1867 390 1854 15 1007 3395 270
07aW,329 0 110 125 52 12 2494 8 369 95
saaW,143 19 17 55 345 340 166 1741 659 2878
yOaW,646 982 64 869 149 2 17 340 252 26
uvaW,3 6 8 4 690 1046 1003 474 2287 1971
mdaW,41 205 389 2287 598 13 4 3 556 99
9TaW,0 719 1 153 36 367 94 157 774 287
9OaW,291 126 15 220 11 191 112 276 1580 179
EwaW,3 6 4 1074 13 1319 539 2839 389 3063
8yaW,2963 534 1 0 461 105 424 1596 158 535
q2aW,17 2 129 7 19 841 283 457 235 104
hdaW,4 3 6 10 14 9 13 34 2839 28
IsaW,11 62 903 461 1693 637 498 2369 22 29
2kaW,3260 1 12 1220 0 268 92 2817 675 192
X5aW,18 87 15 365 536 545 244 333 3516 60
caaW,4 14 28 9 33 38 3 10 6 86
6daW,0 42 1 290 431 1427 111 1385 586 25
ufaW,39 121 202 207 233 627 156 338 1086 529
13aW,1817 1336 1 0 159 935 35 5 2070 1390
ksaW,2 7 1429 171 116 235 1789 1087 1386 2199
KsaW,43 59 668 1685 18 15 151 2 101 3403
doaW,61 1694 1418 7 1172 1435 235 336 344 349
8VaW,0 111 42 1 431 1887 306 1992 102 93
53aW,14 25 1540 6 4 61 578 31 282 1327
QPaW,2690 340 427 2 17 30 143 284 19 55
TXaW,259 3777 326 199 401 26 62 425 1037 2480
J4aW,95 2 135 7 17 1930 2687 573 297 1904
yuaW,9 10 34 4 3101 0 1964 3271 840 754
HyaW,434 816 21 23 1667 354 2189 7 3332 328
CRaW,1 25 294 0 246 192 157 331 455 1497
FgaW,3 4 6 28 38 324 33 1473 433 14
ivaW,8 41 71 6 389 894 3802 1641 206 205
rLaW,54 40 31 57 348 3 4 117 87 13
lMaW,372 357 0 1 1647 180 35 916 2443 2765
HQaW,338 39 121 156 627 207 127 529 202 1095
traW,62 3006 7 11 341 2 1950 763 1739 867
rDaW,9 34 10 840 37 2624 2261 539 2013 4
ILaW,9 34 10 840 4 539 37 889 3271 1644
Y5aW,1253 1534 1758 2520 1658 11 1842 579 1676 2000
L6aW,13 164 4 842 175 168 8 89 806 12
claW,3 13 6 433 54 3824 4 1191 539 61
q6aW,3 33 4 28 38 10 9 86 78 13
4ZaW,3 6 4 54 13 10 433 1109 3824 1058
YuaW,19 448 2115 17 1173 48 2 2926 7 129
wkaW,6 3 8 54 206 1074 650 539 441 2207
